customer_id,child_category_name,child_category_name
8091,Tira-Manchas,8
8091,Maionese,7
8091,Sabonete Líquido,5
8091,Atum em Conserva,4
8091,Biscoito Doce,4
8091,Lustra-Móveis,4
8091,Wafer,4
8091,Bebida Láctea,3
8091,Ketchup,3
8091,Limpador Multiuso,3
8091,Pão Tortilha,3
8091,Toalha de Papel,3
8091,Aparelho e Lâmina de Barbear,2
8091,Bombom,2
8091,Café,2
8091,Cera Líquida,2
8091,Escova Dental,2
8091,Farinha de Trigo,2
8091,Mostarda,2
8091,Palito de Dente,2
8091,Pão,2
8091,Requeijão,2
8091,Sobremesa Láctea,2
8091,Tratamento Capilar,2
8091,Água Sanitária,2
8091,Alvejante,1
8091,Batata Congelada,1
8091,Batata Palha,1
8091,Biscoito Doce Recheado,1
8091,Biscoito Recheado,1
8091,Conserva,1
8091,Escorredor de Talher,1
8091,Massa para Lasanha,1
8091,Polidor de Sapato,1
8091,Pote de Plástico,1
8091,Sabonete Íntimo,1
8091,Toalha Umedecida,1
8197,Bolo,18
8197,Chocolate em Barra,14
8197,Doce de Leite,7
8197,Vinho Branco,7
8197,Vinho Tinto,7
8197,Molho de Tomate,6
8197,Papel Higiênico,6
8197,Macarrão Instantâneo,5
8197,Queijo Ralado,5
8197,Azeite de Oliva,3
8197,Pão,2
8197,Óleo de Milho,2
8197,Kit Feijoada,1
8197,Pão Bisnaguinha,1
8197,Sal Refinado,1
8198,Macarrão de Sêmola,25
8198,Café,19
8198,Sabonete em Barra,19
8198,Molho de Tomate,17
8198,Macarrão Instantâneo,12
8198,Biscoito Salgado,10
8198,Leite Tradicional,9
8198,Creme Dental,7
8198,Refrigerante,6
8198,Bebida Láctea,4
8198,Papel Higiênico,4
8198,Requeijão,4
8198,Maionese,3
8198,Pão de Queijo Congelado,3
8198,Sabão em Pó,3
8198,Composto Lácteo,2
8198,Conserva,2
8198,Esponja de Aço,2
8198,Farinha de Trigo,2
8198,Margarina,2
8198,Pão de Alho,2
8198,Queijo Ralado,2
8198,Toalha de Papel,2
8198,Bebida Láctea Fermentada,1
8198,Bombom,1
8198,Farofa Pronta,1
8198,Pão Recheado,1
8198,Shampoo,1
8198,Óleo de Soja,1
8222,Biscoito Doce Recheado,156
8222,Biscoito Recheado,156
8222,Macarrão de Sêmola,140
8222,Sabonete em Barra,72
8222,Café,46
8222,Macarrão Instantâneo,33
8222,Molho de Tomate,22
8222,Creme de Leite,20
8222,Desinfetante,20
8222,Sardinha em Conserva,20
8222,Limpador Multiuso,16
8222,Sabão em Pó,14
8222,Conserva,13
8222,Creme Dental,12
8222,Leite Tradicional,12
8222,Odorizador de Ambiente/Roupa,12
8222,Bebida Láctea Fermentada,11
8222,Farinha de Trigo,10
8222,Biscoito Doce,9
8222,Cerveja,9
8222,Maionese,9
8222,Salgadinho,8
8222,Toalha de Papel,7
8222,Biscoito Salgado,6
8222,Detergente de Louça,5
8222,Pão,5
8222,Aparelho e Lâmina de Barbear,4
8222,Palito de Dente,4
8222,Filtro de Café,3
8222,Leite Condensado,3
8222,Chá,2
8222,Desodorizador Sanitário,2
8222,Esponja Multiuso,2
8222,Leite Fermentado,2
8222,Patê,2
8222,Achocolatado em Pó,1
8222,Fermento,1
8222,Inseticida,1
8222,Papel Higiênico,1
8222,Óleo de Soja,1
8236,Macarrão de Sêmola,51
8236,Chocolate em Barra,24
8236,Creme Dental,24
8236,Iogurte,20
8236,Maionese,15
8236,Sabonete em Barra,11
8236,Biscoito Salgado,8
8236,Pão,8
8236,Creme de Leite,7
8236,Filtro de Café,7
8236,Sabão em Pó,7
8236,Biscoito Doce,6
8236,Desinfetante,6
8236,Leite Tradicional,6
8236,Conserva,5
8236,Inseticida,5
8236,Água Sanitária,5
8236,Alvejante,4
8236,Ketchup,4
8236,Manteiga,4
8236,Aparelho e Lâmina de Barbear,3
8236,Azeite de Oliva,3
8236,Leite Fermentado,3
8236,Papel Higiênico,3
8236,Refrigerante,3
8236,Amaciante de Roupa,2
8236,Café,2
8236,Sal Refinado,2
8236,Sobremesa Láctea,2
8236,Açúcar Refinado,1
8236,Esponja Multiuso,1
8236,Esponja de Aço,1
8236,Gin,1
8236,Petit Suisse,1
8236,Pão Bisnaguinha,1
8236,Queijo Estepe,1
8236,Requeijão,1
8266,Requeijão,4
8266,Creme Dental,2
8361,Sabonete em Barra,47
8361,Adoçante,2
8361,Café,2
8361,Sabão em Pó,1
8361,Toalha de Papel,1
8383,Sabonete em Barra,128
8383,Chocolate em Barra,48
8383,Biscoito Doce Recheado,41
8383,Biscoito Recheado,41
8383,Macarrão Instantâneo,36
8383,Sardinha em Conserva,21
8383,Conserva,18
8383,Maionese,18
8383,Mistura para Bolo,14
8383,Molho de Tomate,14
8383,Óleo de Soja,13
8383,Creme Dental,11
8383,Detergente de Louça,10
8383,Macarrão com Ovos,10
8383,Wafer,10
8383,Shampoo,7
8383,Creme de Leite,6
8383,Requeijão,6
8383,Papel Higiênico,5
8383,Aparelho e Lâmina de Barbear,4
8383,Bebida Láctea Fermentada,4
8383,Queijo Ralado,4
8383,Biscoito Salgado,3
8383,Café,3
8383,Farinha de Trigo,3
8383,Goma de Mascar,3
8383,Leite Tradicional,3
8383,Refrigerante,3
8383,Salgadinho,3
8383,Açúcar Refinado,2
8383,Biscoito Doce,2
8383,Margarina,2
8383,Massa para Pastel,2
8383,Sabão em Pó,2
8383,Tempero em Tablete,2
8383,Cerveja,1
8383,Desengordurante,1
8383,Leite Condensado,1
8383,Limpador Multiuso,1
8383,Pão de Queijo Congelado,1
8383,Óleo Composto/Misto,1
8455,Refrigerante,6
8455,Papel Higiênico,3
8455,Palito de Dente,1
8455,Sal Grosso,1
8558,Suco,90
8558,Macarrão de Sêmola,10
8558,Creme de Leite,8
8558,Leite Condensado,8
8558,Molho de Tomate,8
8558,Chocolate em Barra,7
8558,Azeite de Oliva,3
8558,Massa para Pastel,2
8558,Creme de Chocolate,1
8615,Molho de Tomate,52
8615,Macarrão de Sêmola,50
8615,Sabonete em Barra,49
8615,Shampoo,20
8615,Detergente de Louça,15
8615,Café,14
8615,Creme Dental,11
8615,Sardinha em Conserva,10
8615,Limpador Multiuso,9
8615,Sorvete,8
8615,Desinfetante,6
8615,Leite Tradicional,6
8615,Macarrão Instantâneo,6
8615,Maionese,6
8615,Sabão em Pó,6
8615,Biscoito Wafer,5
8615,Conserva,5
8615,Queijo Ralado,5
8615,Creme de Leite,4
8615,Desodorizador Sanitário,4
8615,Atum em Conserva,2
8615,Coco Ralado,2
8615,Leite de Coco,2
8615,Papel Higiênico,2
8615,Refrigerante,2
8615,Salgadinho,2
8615,Água Sanitária,2
8615,Água de Coco,2
8615,Adoçante,1
8615,Aparelho e Lâmina de Barbear,1
8615,Açúcar Refinado,1
8615,Cola Multiuso,1
8615,Escova Dental,1
8615,Esponja Multiuso,1
8615,Farofa Pronta,1
8615,Fio Dental,1
8615,Inseticida,1
8615,Palito de Dente,1
8615,Petisco para Animais,1
8615,Óleo de Girassol,1
8615,Óleo de Soja,1
8627,Sabonete em Barra,101
8627,Molho de Tomate,93
8627,Bebida Láctea Fermentada,50
8627,Leite Tradicional,48
8627,Salgadinho,44
8627,Bebida de Fruta/Mista,34
8627,Papel Higiênico,28
8627,Creme Dental,23
8627,Requeijão,22
8627,Maionese,20
8627,Sobremesa Láctea,19
8627,Petit Suisse,17
8627,Inseticida,15
8627,Sabão em Pó,14
8627,Biscoito Doce Recheado,13
8627,Biscoito Recheado,13
8627,Café,13
8627,Snack,12
8627,Conserva,11
8627,Chocolate em Barra,10
8627,Suco,10
8627,Sorvete,8
8627,Azeite de Oliva,6
8627,Sardinha em Conserva,5
8627,Verduras Congeladas,5
8627,Cerveja,4
8627,Manteiga,4
8627,Pão de Queijo Congelado,4
8627,Salgados Congelados,4
8627,Bebida Láctea,3
8627,Biscoito Doce,3
8627,Desinfetante,3
8627,Odorizador de Ambiente/Roupa,3
8627,Pão de Alho,3
8627,Toalha de Papel,3
8627,Amaciante de Roupa,2
8627,Açúcar Refinado,2
8627,Cream Cheese,2
8627,Guardanapo de Papel,2
8627,Limpador Multiuso,2
8627,Macarrão de Sêmola,2
8627,Repelente,2
8627,Sabonete Líquido Infantil,2
8627,Alvejante,1
8627,Amendoim,1
8627,Batata Palha,1
8627,Biscoito Salgado,1
8627,Cappuccino,1
8627,Creme Chantilly,1
8627,Energético,1
8627,Escova Dental,1
8627,Esponja de Aço,1
8627,Gelatina,1
8627,Leite Condensado,1
8627,Pão Bisnaguinha,1
8627,Queijo Ralado,1
8627,Sal Refinado,1
8627,Toalha Umedecida,1
8627,Óleo Composto/Misto,1
8637,Suco,217
8637,Sabonete em Barra,212
8637,Macarrão de Sêmola,142
8637,Creme Dental,90
8637,Macarrão Instantâneo,60
8637,Detergente de Louça,50
8637,Café,44
8637,Desodorante Aerossol,35
8637,Molho de Tomate,20
8637,Papel Higiênico,14
8637,Shampoo,13
8637,Biscoito Salgado,12
8637,Água Sanitária,12
8637,Biscoito Doce,10
8637,Sabão em Pó,10
8637,Bebida Láctea Fermentada,9
8637,Desodorante Spray,9
8637,Absorvente Higiênico,8
8637,Creme de Leite,8
8637,Desinfetante,7
8637,Biscoito Doce Recheado,6
8637,Biscoito Recheado,6
8637,Esponja de Aço,6
8637,Toalha de Papel,6
8637,Conserva,5
8637,Leite em Pó,5
8637,Limpador Multiuso,5
8637,Cerveja,4
8637,Coco Ralado,4
8637,Farinha de Trigo,4
8637,Hidratante Corporal,4
8637,Lasanha Pronta,4
8637,Palito de Dente,4
8637,Queijo Ralado,4
8637,Azeite de Oliva,3
8637,Extrato de Tomate,3
8637,Farofa Pronta,3
8637,Inseticida,3
8637,Açúcar Refinado,2
8637,Escondidinho Pronto,2
8637,Guardanapo de Papel,2
8637,Leite de Coco,2
8637,Maionese,2
8637,Pão de Queijo Congelado,2
8637,Vinho Tinto,2
8637,Óleo Composto/Misto,2
8637,Óleo de Soja,2
8637,Aparelho e Lâmina de Barbear,1
8637,Aveia,1
8637,Chá,1
8637,Escova Dental,1
8637,Esponja Multiuso,1
8637,Esponja para Banho,1
8637,Pano Multiuso,1
8637,Sal Refinado,1
8637,Água de Coco,1
8660,Suco,198
8660,Detergente de Louça,15
8660,Molho de Tomate,12
8660,Shampoo,10
8660,Café,8
8660,Desodorante Aerossol,7
8660,Leite Tradicional,6
8660,Desodorante para Pés,4
8660,Creme Dental,3
8660,Sabão em Pó,3
8660,Creme de Leite,2
8660,Escova Dental,2
8660,Maionese,2
8660,Papel Higiênico,2
8660,Água Sanitária,2
8660,Absorvente Higiênico,1
8660,Aparelho e Lâmina de Barbear,1
8660,Banha,1
8660,Chá,1
8660,Conserva,1
8660,Leite Fermentado,1
8660,Margarina,1
8660,Massa para Pastel,1
8660,Queijo Ralado,1
8660,Shampoo 2 em 1,1
8661,Energético,6
8662,Bebida Láctea Fermentada,8
8662,Creme de Queijo,4
8662,Refrigerante,1
8675,Sabonete em Barra,157
8675,Macarrão Instantâneo,40
8675,Biscoito Doce Recheado,36
8675,Biscoito Recheado,36
8675,Goma de Mascar,36
8675,Molho de Tomate,28
8675,Bebida de Fruta/Mista,24
8675,Leite Tradicional,24
8675,Shampoo,24
8675,Mistura para Bolo,21
8675,Sardinha em Conserva,20
8675,Biscoito Doce,16
8675,Creme Dental,15
8675,Creme de Leite,12
8675,Cerveja,10
8675,Wafer,10
8675,Condicionador,8
8675,Biscoito Salgado,6
8675,Desodorante Roll-On,6
8675,Sabão em Pó,6
8675,Leite Fermentado,5
8675,Salgadinho,5
8675,Café,4
8675,Iogurte,4
8675,Chocolate em Barra,3
8675,Desinfetante,3
8675,Absorvente Higiênico,2
8675,Bombom,2
8675,Conserva,2
8675,Creme de Chocolate,2
8675,Filtro de Café,2
8675,Guardanapo de Papel,2
8675,Maionese,2
8675,Mix de Salada,2
8675,Pote de Plástico,2
8675,Queijo Ralado,2
8675,Aparelho e Lâmina de Depilar,1
8675,Bala,1
8675,Escova Dental,1
8675,Ketchup,1
8675,Palito de Dente,1
8675,Pão Bisnaguinha,1
8675,Água Sanitária,1
8743,Macarrão de Sêmola,130
8743,Sabonete em Barra,63
8743,Detergente de Louça,20
8743,Leite Tradicional,6
8743,Sardinha em Conserva,5
8743,Creme de Leite,4
8743,Conserva,3
8743,Farinha de Trigo,3
8743,Maionese,3
8743,Aparelho e Lâmina de Barbear,2
8743,Banha,2
8743,Queijo Ralado,2
8743,Sabão em Pó,2
8743,Suco,2
8743,Água Sanitária,2
8743,Achocolatado em Pó,1
8743,Composto Lácteo,1
8743,Esponja Multiuso,1
8743,Inseticida,1
8743,Leite Fermentado,1
8743,Macarrão Instantâneo,1
8743,Margarina,1
8743,Pão Caseiro,1
8743,Toalha de Papel,1
8797,Macarrão Instantâneo,28
8797,Farinha de Trigo,1
8802,Chocolate em Barra,30
8802,Suco,25
8802,Shampoo,10
8802,Atum em Conserva,8
8802,Leite Condensado,8
8802,Creme de Leite,6
8802,Café,4
8802,Requeijão,4
8802,Limpador Multiuso,3
8802,Macarrão de Sêmola,3
8802,Maionese,3
8802,Leite de Coco,2
8802,Molho de Tomate,2
8802,Biscoito Salgado,1
8802,Creme de Queijo,1
8802,Esponja de Aço,1
8802,Papel Higiênico,1
8802,Queijo Ralado,1
8802,Refrigerante,1
8802,Sabão em Pó,1
8802,Toalha de Papel,1
8802,Tomate Pelado,1
8802,Água Sanitária,1
8838,Fósforo,1
8860,Sabonete em Barra,204
8860,Suco,198
8860,Chocolate em Barra,92
8860,Gelatina,69
8860,Shampoo,48
8860,Macarrão de Sêmola,47
8860,Macarrão Instantâneo,46
8860,Desodorante Aerossol,40
8860,Leite Tradicional,30
8860,Sorvete,22
8860,Creme Dental,18
8860,Desodorante Roll-On,17
8860,Biscoito Doce Recheado,16
8860,Biscoito Recheado,16
8860,Coco Ralado,16
8860,Amaciante de Roupa,14
8860,Café,12
8860,Desinfetante,12
8860,Farinha de Trigo,12
8860,Maionese,12
8860,Biscoito Salgado,11
8860,Açúcar Refinado,10
8860,Sabonete Líquido,10
8860,Goma de Mascar,9
8860,Papel Higiênico,9
8860,Conserva,8
8860,Pão de Alho,8
8860,Refrigerante,8
8860,Limpador Multiuso,7
8860,Mistura para Bolo,7
8860,Creme de Leite,6
8860,Odorizador de Ambiente/Roupa,6
8860,Sabão em Pó,6
8860,Wafer,6
8860,Queijo Ralado,5
8860,Achocolatado em Pó,4
8860,Aparelho e Lâmina de Barbear,4
8860,Biscoito Doce,4
8860,Inseticida,4
8860,Leite de Coco,4
8860,Pão Recheado,4
8860,Salgadinho,4
8860,Tempero em Tablete,4
8860,Óleo de Soja,4
8860,Azeite de Oliva,3
8860,Esponja de Aço,3
8860,Farofa Pronta,3
8860,Guardanapo de Papel,3
8860,Molho de Tomate,3
8860,Pão Tortilha,3
8860,Toalha de Papel,3
8860,Composto Lácteo,2
8860,Creme Chantilly,2
8860,Detergente Multiuso,2
8860,Ketchup,2
8860,Leite Fermentado,2
8860,Macarrão com Ovos,2
8860,Manteiga,2
8860,Pão,2
8860,Shampoo Infantil,2
8860,Alvejante,1
8860,Banha,1
8860,Bisnaga/Bico de Confeitar,1
8860,Bombom,1
8860,Cerveja,1
8860,Desengordurante,1
8860,Desodorante para Pés,1
8860,Escova Dental,1
8860,Extrato de Tomate,1
8860,Fermento,1
8860,Margarina,1
8860,Massa Fresca,1
8860,Milho para Pipoca,1
8860,Mingau,1
8860,Mix de Salada,1
8860,Molho Barbecue,1
8860,Palito de Dente,1
8874,Suco,88
8874,Sabonete em Barra,65
8874,Macarrão de Sêmola,40
8874,Café,28
8874,Leite Tradicional,27
8874,Creme Dental,21
8874,Shampoo,14
8874,Óleo de Soja,14
8874,Gelatina,12
8874,Adoçante,11
8874,Biscoito Salgado,10
8874,Creme de Leite,10
8874,Esponja de Aço,10
8874,Papel Higiênico,10
8874,Biscoito Doce,9
8874,Coco Ralado,8
8874,Iogurte,8
8874,Macarrão Instantâneo,8
8874,Molho de Tomate,8
8874,Desinfetante,7
8874,Extrato de Tomate,7
8874,Farinha de Trigo,7
8874,Guardanapo de Papel,7
8874,Água Sanitária,5
8874,Azeite de Oliva,4
8874,Chocolate em Barra,4
8874,Torrada,4
8874,Wafer,4
8874,Bala,3
8874,Condicionador,3
8874,Conserva,3
8874,Margarina,3
8874,Pão de Queijo Congelado,3
8874,Requeijão,3
8874,Sardinha em Conserva,3
8874,Aparelho e Lâmina de Barbear,2
8874,Fermento,2
8874,Inseticida,2
8874,Leite Fermentado,2
8874,Maionese,2
8874,Pão de Alho,2
8874,Refrigerante,2
8874,Vinho Tinto,2
8874,Açúcar Cristal,1
8874,Bebida Láctea Fermentada,1
8874,Mistura para Polenta,1
8874,Pão Recheado,1
8874,Sabão em Pó,1
8894,Sabonete em Barra,76
8894,Goma de Mascar,42
8894,Macarrão de Sêmola,40
8894,Biscoito Doce Recheado,37
8894,Biscoito Recheado,37
8894,Desodorante Aerossol,36
8894,Café,16
8894,Creme de Leite,16
8894,Desinfetante,15
8894,Amaciante de Roupa,14
8894,Sabão em Pó,14
8894,Creme Dental,13
8894,Leite Tradicional,9
8894,Chocolate em Barra,7
8894,Biscoito Doce,6
8894,Biscoito Salgado,6
8894,Limpador Multiuso,6
8894,Papel Higiênico,6
8894,Shampoo,5
8894,Farinha de Trigo,4
8894,Inseticida,4
8894,Molho de Tomate,4
8894,Ração para Cão,4
8894,Toalha de Papel,4
8894,Absorvente Higiênico,3
8894,Açúcar Refinado,3
8894,Macarrão Instantâneo,3
8894,Aparelho e Lâmina de Barbear,2
8894,Bebida Láctea Fermentada,2
8894,Caneca,2
8894,Conserva,2
8894,Desodorizador Sanitário,2
8894,Ketchup,2
8894,Mostarda,2
8894,Óleo Composto/Misto,2
8894,Aparelho e Lâmina de Depilar,1
8894,Detergente Multiuso,1
8894,Esponja de Aço,1
8894,Hastes Flexíveis,1
8894,Leite Fermentado,1
8894,Maionese,1
8894,Margarina,1
8894,Refrigerante,1
8894,Suco,1
8894,Água Sanitária,1
8894,Óleo de Soja,1
8897,Sabonete em Barra,111
8897,Desodorante Aerossol,40
8897,Macarrão de Sêmola,30
8897,Iogurte,21
8897,Mistura para Bolo,21
8897,Detergente de Louça,20
8897,Macarrão Instantâneo,17
8897,Creme Dental,15
8897,Leite Tradicional,15
8897,Sabão em Pó,10
8897,Sardinha em Conserva,10
8897,Maionese,9
8897,Biscoito Salgado,8
8897,Papel Higiênico,8
8897,Conserva,6
8897,Pão de Alho,5
8897,Salgadinho,5
8897,Atum em Conserva,4
8897,Biscoito Doce,4
8897,Gelatina,4
8897,Aparelho e Lâmina de Barbear,3
8897,Bolo,3
8897,Desinfetante,3
8897,Petit Suisse,3
8897,Achocolatado em Pó,2
8897,Café,2
8897,Chocolate,2
8897,Creme Dental Infantil,2
8897,Inseticida,2
8897,Sobremesa Láctea,2
8897,Toalha de Papel,2
8897,Amendoim,1
8897,Biscoito Doce Recheado,1
8897,Biscoito Recheado,1
8897,Bombom,1
8897,Hidratante Corporal,1
8897,Palito de Dente,1
8897,Pão Recheado,1
8897,Refrigerante,1
8897,Sal Refinado,1
8897,Água Sanitária,1
8897,Óleo Composto/Misto,1
8914,Sabonete em Barra,279
8914,Leite Tradicional,42
8914,Macarrão Instantâneo,35
8914,Macarrão de Sêmola,30
8914,Limpador Multiuso,18
8914,Maionese,16
8914,Filtro de Café,15
8914,Shampoo,14
8914,Papel Higiênico,10
8914,Conserva,9
8914,Fralda Descartável Infantil,9
8914,Sabão em Pó,9
8914,Suco,9
8914,Desodorante Aerossol,8
8914,Lasanha Pronta,8
8914,Queijo Ralado,8
8914,Sorvete,8
8914,Torrada,8
8914,Biscoito Salgado,7
8914,Pão de Alho,7
8914,Requeijão,7
8914,Absorvente Higiênico,6
8914,Desodorizador Sanitário,6
8914,Amaciante de Roupa,4
8914,Biscoito Doce,4
8914,Biscoito Doce Recheado,4
8914,Biscoito Recheado,4
8914,Chocolate em Barra,4
8914,Creme Dental,4
8914,Creme de Leite,4
8914,Energético,4
8914,Farinha de Trigo,4
8914,Fósforo,4
8914,Manteiga,4
8914,Molho de Tomate,4
8914,Refrigerante,4
8914,Toalha de Papel,4
8914,Azeite de Oliva,3
8914,Desinfetante,3
8914,Leite Condensado,3
8914,Aparelho e Lâmina de Barbear,2
8914,Café,2
8914,Desengordurante,2
8914,Detergente Multiuso,2
8914,Esponja Multiuso,2
8914,Esponja de Aço,2
8914,Iogurte,2
8914,Margarina,2
8914,Pão Recheado,2
8914,Salgadinho,2
8914,Wafer,2
8914,Água Mineral sem Gás,2
8914,Açúcar Refinado,1
8914,Biscoito Cookie,1
8914,Chá,1
8914,Inseticida,1
8914,Ketchup,1
8914,Molho Barbecue,1
8914,Molhos Diversos,1
8914,Toalha Umedecida,1
9074,Macarrão de Sêmola,20
9074,Molho de Tomate,12
9074,Leite Tradicional,6
9074,Papel Higiênico,4
9074,Desinfetante,3
9074,Creme Dental,2
9074,Queijo Ralado,2
9074,Esponja de Aço,1
9074,Guardanapo de Papel,1
9074,Margarina,1
9074,Pão Bisnaguinha,1
9074,Refrigerante,1
9074,Sabão em Pó,1
9074,Toalha de Papel,1
9119,Suco,9
9119,Extrato de Tomate,1
9119,Maionese,1
9119,Pão,1
9138,Iogurte,33
9138,Macarrão de Sêmola,31
9138,Wafer,20
9138,Goma de Mascar,18
9138,Sorvete,12
9138,Detergente de Louça,10
9138,Leite Fermentado,10
9138,Salgadinho,10
9138,Bebida Láctea,8
9138,Refrigerante,8
9138,Snack,8
9138,Amendoim,4
9138,Leite Tradicional,4
9138,Papel Higiênico,4
9138,Bombom,3
9138,Creme de Avelã/Amêndoa,3
9138,Sabão em Pó,3
9138,Aparelho e Lâmina de Barbear,2
9138,Café,2
9138,Energético,2
9138,Leite Condensado,2
9138,Massa para Lasanha,2
9138,Palito de Dente,2
9138,Petit Suisse,2
9138,Bala,1
9138,Biscoito Salgado,1
9138,Inseticida,1
9138,Macarrão Instantâneo,1
9138,Margarina,1
9138,Pão,1
9138,Pão de Queijo Congelado,1
9138,Requeijão,1
9138,Suco,1
9138,Água Mineral sem Gás,1
9186,Sabonete em Barra,102
9186,Biscoito Doce Recheado,100
9186,Biscoito Recheado,100
9186,Suco,90
9186,Detergente de Louça,60
9186,Creme Dental,49
9186,Café,31
9186,Macarrão de Sêmola,27
9186,Salgadinho,17
9186,Macarrão Instantâneo,16
9186,Detergente Multiuso,12
9186,Extrato de Tomate,12
9186,Amaciante de Roupa,10
9186,Limpador Multiuso,10
9186,Absorvente Higiênico,9
9186,Leite Tradicional,9
9186,Papel Higiênico,9
9186,Tempero em Tablete,8
9186,Conserva,7
9186,Sobremesa Láctea,6
9186,Açúcar Refinado,5
9186,Ração para Gato,5
9186,Caneca,4
9186,Creme de Leite,4
9186,Maionese,4
9186,Margarina,4
9186,Milho para Pipoca,4
9186,Sabão em Pó,4
9186,Saponáceo,4
9186,Toalha de Papel,4
9186,Desengordurante,3
9186,Leite Condensado,3
9186,Petit Suisse,3
9186,Tira-Manchas,3
9186,Achocolatado em Pó,2
9186,Aparelho e Lâmina de Barbear,2
9186,Barquinhas para Rechear,2
9186,Bebida Láctea Fermentada,2
9186,Biscoito Cookie,2
9186,Biscoito Doce,2
9186,Biscoito Salgado,2
9186,Hidratante/Loção Infantil,2
9186,Leite em Pó,2
9186,Odorizador de Ambiente/Roupa,2
9186,Panela,2
9186,Pão de Queijo Congelado,2
9186,Ração para Cão,2
9186,Shampoo,2
9186,Amido,1
9186,Cerveja,1
9186,Chá,1
9186,Creme de Avelã/Amêndoa,1
9186,Inseticida,1
9186,Ketchup,1
9186,Leite Fermentado,1
9186,Mostarda,1
9186,Pão Bisnaguinha,1
9186,Sal Grosso,1
9186,Sal Refinado,1
9193,Suco,229
9193,Limpador Multiuso,48
9193,Chocolate em Barra,22
9193,Café,12
9193,Filtro de Café,12
9193,Manteiga,12
9193,Margarina,12
9193,Wafer,12
9193,Fósforo,10
9193,Desinfetante,8
9193,Bebida Láctea,7
9193,Creme Chantilly,7
9193,Bombom,6
9193,Maionese,6
